element_id,part_num,color_id,design_id
4211113,3007,72,
4211391,3007,71,3007
4222122,3007,70,
4243874,3007,1091,
4245291,3007,70,
4245292,3007,72,
4249699,3007,320,
4250602,3007,1051,3007
4251560,3007,6,
4253800,3007,226,3007
4259893,3007,379,
4264573,3007,272,3007
4271439,3007,288,
4271448,3007,27,
4275782,3007,272,3007
4277199,3007,379,
4292044,3007,92,
4496296,3007,288,
4496340,3007,320,
4496978,3007,78,
4513284,3007,25,
4513287,3007,2,
4520171,3007,73,
4520536,3007,378,
4561483,3007,27,
4585668,3007,1051,3007
4589619,3007,85,
4639693,3007,14,93888
4649966,3007,272,
4655254,3007,5,93888
6033776,3007,15,93888
6036408,3007,4,93888
6037384,3007,1,93888
6037390,3007,0,93888
6037398,3007,19,93888
6037399,3007,71,93888
6037401,3007,70,
6037406,3007,72,
6037409,3007,78,
6051465,3007,57,
6089263,3007,320,93888
6096701,3007,70,93888
6187438,3007,72,93888
6338201,3007,29,93888
6351290,3007,484,93888
6422247,3007,1062,93888
6482811,3007,272,93888
6485863,3007,30,93888
6529000,3007,29,93888
6541691,3007,226,93888
6619309,3007,15,93888
